id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,Rood,Groen,Blauw,Geel,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
193,Gedrag,Ntb,"De minor Gedrag bestaat uit (gast-)lessen (bv. orthopedagogiek), trainingen (Sterk Staan) en stage in het (speciaal) basisonderwijs, waar het gedrag van de leerlingen impact heeft op het handelen van de leerkracht. De verbinding van lesgeefpraktijk op de stageschool en aangeboden kennis en vaardigheid op de PABO staan daarbij voorop.","De minor Gedrag bestaat uit (gast-)lessen (bv. orthopedagogiek), trainingen (Sterk Staan) en stage in het (speciaal) basisonderwijs, waar het gedrag van de leerlingen impact heeft op het handelen van de leerkracht. De verbinding van lesgeefpraktijk op de stageschool en aangeboden kennis en vaardigheid op de PABO staan daarbij voorop.",30,Breda,70,NLQF6,Ntb,,,,,['ntb'],0.93,273,3,77,2025-09-01
194,Teaching English Abroad,Ntb,"Deze internationale module bestaat uit twee delen: in het eerste deel gaan studenten van Avans en vanuit onze internationale partners, in multidisciplinaire setting aan de slag om te leren over verschillende schoolsytemen, curricula, didactiek, kunstvakken en een kennismakingsstage. Deel 2 staat in teken van stage lopen en praktijkonderzoek doen.",Teaching English Abroad,30,Breda,68,NLQF6,Ntb,,,,,['ntb'],0.83,292,2,47,2025-09-05
195,Stevig staan in de jeugdzorg,"jeugd, zorg, welzijn, samenleving",Het gehele jeugdhulpwerkveld van de jeugdzorg wordt hier behandeld met bijbehorende competenties. Dit is een verplichte minor voor profiel Zorg en Welzijn & Samenleving als zij in de jeugdhulp willen werken. De minor is ontwikkeld met het werkveld.,Het gehele jeugdhulpwerkveld van de jeugdzorg wordt hier behandeld met bijbehorende competenties. Dit is een verplichte minor voor profiel Zorg en Welzijn & Samenleving als zij in de jeugdhulp willen werken. De minor is ontwikkeld met het werkveld.,30,Breda,71,NLQF6,Ntb,,,,,"['jeugd', 'zorg', 'welzijn', 'samenleving']",0.5,36,1,55,2025-12-14
196,GGZ agoog,GGZ,Het werkveld van de GGZ staat hier centraal. Deze minor is verplicht om een GGZ registratie te halen binnen profiel Zorg. In dit profiel gaat het o.a. om het optimaal sociaal functioneren van mensen met een verstandelijke beperking of psychische kwetsbaarheid. Hun aandoeningen en beperkingen worden herkend en waar nodig worden zij ondersteund.,Het werkveld van de GGZ staat hier centraal. Deze minor is verplicht om een GGZ registratie te halen binnen profiel Zorg.,30,Breda,72,NLQF6,Ntb,,,,,['ggz'],0.36,235,5,45,2025-09-12
197,Werken in gedwongen kader,Ntb,"De minor WIGK bereidt studenten voor op het werken met mensen (volwassenen, jongeren) die grensoverschrijdend gedrag vertonen, dat schadelijk is voor hen zelf en voor hun omgeving. Probleemgedrag gaat vaak gepaard met (soms ernstige) sociale, emotionele, materiële problemen en bereikt een niveau dat justitieel ingrijpen noodzakelijk wordt. ",De minor heeft een eigen landelijk profiel. Er wordt samengewerkt met het werkveld op basis van het landelijk curriculum.,30,Breda,73,NLQF6,Ntb,,,,,['ntb'],0.74,286,5,27,2025-11-29
198,Minor Verschil maken,"Welzijn, samenleving, professional","Een minor open voor sociale opleidingen waarin de vraag centraal staat hoe de professional binnen zijn praktijk verschil maakt. Door presentie- en schematheorie, filosofie en een exposure wordt de basis gelegd voor zelfkennis, zelfbewustzijn en praktische wijsheid om een maatschappelijke droom te verwezenlijken","Een minor open voor sociale opleidingen waarin de vraag centraal staat hoe de professional binnen zijn praktijk verschil maakt. Door presentie- en schematheorie, filosofie en een exposure wordt de basis gelegd voor zelfkennis, zelfbewustzijn en praktische wijsheid om een maatschappelijke droom te verwezenlijken",30,Breda,74,NLQF6,Ntb,,,,,"['welzijn', 'samenleving', 'professional']",0.59,295,4,77,2025-10-16
199,Acuut Complexe Zorg,"Zorg, welzijn, acute zorg","In de minor ACZ ga je je verdiepen in een aantal acute en complexe casussen. In deze casuïstiek staan diverse specialismen centraal. Het interessante van de minor ACZ is, dat je jezelf aan de hand van deze casuïstiek verdiept in de klinische zorg.",Acuut Complexe Zorg; verdiepende minor gericht op verpleegkunde studenten ,30,Breda,75,NLQF6,Ntb,,,,,"['zorg', 'welzijn', 'acute', 'zorg']",0.38,106,2,79,2025-10-04
200,"Kind, Kraam, Jeugd","jeugd, welzijn","Binnen de minor Kraam, Kind, Jeugd (KKJ) staat de zorg aan zwangeren, kraamvrouwen en kinderen van 0-18 jaar met hun ouders centraal. Het is een verdiepende minor waarin onderwerpen aan bod komen vanuit de expertisegebieden van de kinderverpleegkundige, de obstetrieverpleegkundige en de jeugdverpleegkundige. Doel van de minor is het ontwikkelen van een generieke blik op het kind en diens systeem.","Kraam, kind en jeugdigen; verdiepende minor gericht op verpleegkunde studenten ",30,Breda,76,NLQF6,Ntb,,,,,"['jeugd', 'welzijn']",0.62,293,1,69,2025-10-19
201,Positieve psychiatrie,Ntb,"De minor Positieve Psychiatrie is verdiepend ten aanzien van verpleegkundige zorg aan cliënten van alle leeftijden met één of meer complexe psychiatrische aandoeningen. Uitgangpunt van de minor is specialistische zorg vanuit een generiek bewustzijn: alle patiëntproblemen op somatisch, psychisch, functioneel, sociaal en existentieel gebied worden gediagnosticeerd en meegenomen in het klinisch redeneren. ",Positieve psychiatrie,30,Breda,77,NLQF6,Ntb,,,,,['ntb'],0.32,376,4,47,2025-11-17
202,Palliatieve zorg,Ntb,Palliatieve zorg,Palliatieve zorg,30,Breda,63,NLQF6,Ntb,,,,,['ntb'],0.89,457,3,47,2025-11-29
203,Minor Gezond samenleven,"welzijn, samenleving, zorg, gezonde leefstijl","Gezonde leefstijl staat centraal, invloed van de omgeving staat centraal, zingeving. Domeinoverstijgend samenwerken aan levensechte opdrachten van het werkveld zorg en welzijn.","Gezonde leefstijl staat centraal, invloed van de omgeving staat centraal, zingeving. Domeinoverstijgend samenwerken aan levensechte opdrachten van het werkveld zorg en welzijn.",30,Breda,78,NLQF6,Ntb,,,,,"['welzijn', 'samenleving', 'zorg', 'gezonde', 'leefstijl']",0.47,490,4,56,2025-10-15
204,Omdenken: anders werken in de zorg,"zorg, welzijn, educatie, personeelstekort, vitale medewerkers",ntb,ntb,30,Breda,62,NLQF6,Ntb,,,,,"['zorg', 'welzijn', 'educatie', 'personeelstekort', 'vitale', 'medewerkers']",0.73,462,4,60,2025-09-27
205,Patronen doorbreken / sociale verbinding & welzijn,"trauma, hechting, ontwikkeling, sociale verbondenheid, inclusie",ntb,ntb,30,Breda,62,NLQF6,Ntb,,,,,"['trauma', 'hechting', 'ontwikkeling', 'sociale', 'verbondenheid', 'inclusie']",0.5,326,2,55,2025-11-12
206,Pedagogisch/didactische basis voor professonals,Ntb,"Met deze module kunnen studenten van verschillende opleidingen een basis pedagogische en didactische basis verkrijgen. Je leert jouw vakkennis over het voetlicht te brengen aan kinderen en jongvolwassenen in verschillende leeftijden. Het programma leert jou de basis op de volgende onderwerpen de basis pedagogische en didactische vaardigheden, klassenmanagement en het ontwerpen van een 'lesaanbod'.",Pedagogisch/didactische basis voor professonals,30,Breda,79,NLQF6,Ntb,,,,,['ntb'],0.64,313,3,46,2025-09-26
207,Zorg in de langdurige hulpverlening,"Hulpverlening, zorg, psychische problematiek, verslaving","Hoe het is om te werken met mensen die langdurige hulpverlening nodig hebben? Je leert methodisch te werken met verschillende doelgroepen, zoals mensen met verstandelijke of lichamelijke beperkingen, psychiatrische problematiek, verslaving en/of detentie. ","Hoe het is om te werken met mensen die langdurige hulpverlening nodig hebben? Je leert methodisch te werken met verschillende doelgroepen, zoals mensen met verstandelijke of lichamelijke beperkingen, psychiatrische problematiek, verslaving en/of detentie. ",15,Breda en Den Bosch,61,NLQF5,Ntb,,,,,"['hulpverlening', 'zorg', 'psychische', 'problematiek', 'verslaving']",0.66,156,4,73,2025-10-17
208,Welzijn en samenleving,"Preventie, welzijn, samenleving","Wil je (samen met andere disciplines) een verschil maken voor de mensen die met ondersteuning kunnen deelnemen aan de samenleving? De focus ligt op methodisch en preventief werken rondom thema's als armoede, zelfzorg, werken in de keten en schuldhulpverlening.","Wil je (samen met andere disciplines) een verschil maken voor de mensen die met ondersteuning kunnen deelnemen aan de samenleving? De focus ligt op methodisch en preventief werken rondom thema's als armoede, zelfzorg, werken in de keten en schuldhulpverlening.",15,Breda en Den Bosch,61,NLQF5,Ntb,,,,,"['preventie', 'welzijn', 'samenleving']",0.42,13,1,36,2025-11-25
209,Studeren buitenland,"Internationalisering, ervaring buitenland, SDG's",Mogelijkheid om een project in het buitenland te doen en daar studiepunten voor te krijgen (anders dan stage of onderwijs volgen in het buitenland),Mogelijkheid om een project in het buitenland te doen en daar studiepunten voor te krijgen (anders dan stage of onderwijs volgen in het buitenland),30,Breda,64,NLQF6,Ntb,,,,,"['internationalisering', 'ervaring', 'buitenland', 'sdgs']",0.93,44,1,28,2025-12-20
223,Act For Change Together NLQF6 30 + 15 ECTS,"Persoonlijke ontwikkeling, activisme, betrokken, maatschappelijk, samenwerken",De Tussenruimte staat voor (1) trans- en interdisciplinair werken om (2) maatschappelijke vraagstukken verder te brengen vanuit co-creatie en (3) de verbinding tussen onderwijs & onderzoek. Dit doen wij ten alle tijden vanuit (4) eigen engagement van de deelnemers (student/medewerker/organisatie/bewoner).,De Tussenruimte staat voor (1) trans- en interdisciplinair werken om (2) maatschappelijke vraagstukken verder te brengen vanuit co-creatie en (3) de verbinding tussen onderwijs & onderzoek. Dit doen wij ten alle tijden vanuit (4) eigen engagement van de deelnemers (student/medewerker/organisatie/bewoner).,30,Breda,80,NLQF6,"Betrokkenheid, activeren van en co-creeeren met een community, en kritische reflectie. Je oriënteert je op het thema van Brede welvaart en nieuw ondernemerschap en vormt samen een conceptueel model op basis van kennis en ervaringen die je op uiteenlopende wijzen opdoet. Je presenteert jezelf zowel als persoon als vanuit je eigen discipline. Je maakt je leerproces inzichtelijk en verbindt jezelf daarmee inhoudelijk en relationeel met anderen uit de community (vormt groepen of samenwerkingen). Op basis van het conceptueel model en jouw persoonlijke motivatie benoem je jouw eigen challenge voor deze module. Je voert een omgevings- en stakeholderanalyse uit. Je komt in actie en gaat bijvoorbeeld ‘de wijk in’ en in gesprek met mensen die mogelijk een rol kunnen gaan spelen in jouw challenge. Je creëert ervaringen en laat je inspireren en verdiept je onderzoek naar aanleiding van nieuwe vragen en inzichten. Je maakt je leerproces inzichtelijk en scherpt je challenge aan. Je benadert stakeholders actief om een coalition of the willing te vormen met deelnemers uit de community, organisaties en/of burgers, die jouw challenge steunen en zich in willen zetten voor een gezamenlijke ambitie. Met de coalition of the willing verken je ideeën om invulling te geven aan de ambitie. Experimenteer of inspireer in het klein met je ideeën om iets tot stand te brengen en impact te kunnen maken. Kortom in interactie met anderen breng je een beweging op gang. Je maakt hierbij zelf op creatieve wijze inzichtelijk wat jouw impact is geweest.  Borg dat de beweging die in gang is gezet met de coalition of the willing, verder kan gaan. Zorg voor een goede kennisdeling, organiseer vervolgacties en beleg verantwoordelijkheden bij de juiste partners, zodat er eigenaarschap wordt gecreëerd. Je signaleert beperkingen van je eigen kennis en handelingsrepertoire en reflecteert kritisch op vraagstukken en processen uit deze context met als doel: de persoonlijke ontwikkeling, de samenwerking en interactie met anderen en het eigen aandeel daarin te kunnen onderkennen en bijsturen. Hiermee draag je bij aan kennisontwikkeling en verspreiding op het gebied van Brede Welvaart en nieuw ondernemerschap. Je verantwoord je eigen handelen op basis van bewijsmateriaal en relevante literatuur. ",,,,,"['persoonlijke', 'ontwikkeling', 'activisme', 'betrokken', 'maatschappelijk', 'samenwerken']",0.8,201,5,52,2025-10-26
224,Biobased Technology and Business Development. Zie ALST,"Biobased technologies, business developments, sustainable entrepreneurship, multidisciplinary group project, international","In this international and multidisciplinary minor, you will discover the possibilities of biobased technologies, business developments and sustainable entrepreneurship. The body of the minor consists of a multidisciplinary group project for a client (governmental organization or company).","In this international and multidisciplinary minor, you will discover the possibilities of biobased technologies, business developments and sustainable entrepreneurship. The body of the minor consists of a multidisciplinary group project for a client (governmental organization or company).",30,Breda,81,NLQF6,"""(Biobased) circular chains: work on an multidisciplinary group project for a client (governmental organization or company) that wants to become more sustainable or (further) develop and implement a biobased and/or circular technology to come up with a technical concept and business plan for your client (combine: marketing, finance and technique). CO2 neutral cities: work for your chosen city with other group members and learn how to make a city climate neutral and how you can convince the people involved to go for your ideas. Work on a biobased problem for a Brazilian company together with Brazilian students to learn from and with students from another culture and to come a quick solution in an international environment (pressure cooker). Your world, future and purpose: explore your qualities, talents and personal entrepreneurial desires and preferences to grow to a team, both personal and professionally.""",,,,,"['biobased', 'technologies', 'business', 'developments', 'sustainable', 'entrepreneurship', 'multidisciplinary', 'group', 'project', 'international']",0.91,58,3,72,2025-12-03
225,"Avans Incubator NLQF6, 30 + 15 EC","Ondernemen, maatwerk, groei, opstap naar ecosysteem, community","Avans Incubator is de plek waar studenten, van welke hogeschool-opleiding dan ook, terecht kunnen om hun onderneming te accelereren. Avans Incubator geeft je de kans om je idee om te zetten in een onderneming, of om je bestaande ondernemer een ware boost te geven! Avans Incubator is hét startpunt voor ondernemers in het West Brabantse start-up landschap.","Avans Incubator is de plek waar studenten, van welke hogeschool-opleiding dan ook, terecht kunnen om hun onderneming te accelereren. Avans Incubator geeft je de kans om je idee om te zetten in een onderneming, of om je bestaande ondernemer een ware boost te geven! Avans Incubator is hét startpunt voor ondernemers in het West Brabantse start-up landschap.",30,Breda,82,NLQF6,"1. Student creert visie en waardepropositie voor organisatie; 2. Student ontwikkelt onderneming op 5 belangrijkste elementen: Klant, Product, Business Case, Team en Financieel/Impact 3. Ondernemende houding: ideeen en kansen, middelen en in actie.",,,,,"['ondernemen', 'maatwerk', 'groei', 'opstap', 'naar', 'ecosysteem', 'community']",0.88,26,3,39,2025-12-16
