id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text
193,gedrag,minor gedrag bestaa gast les bijvoo orthop traini sterk staan stage specia basiso gedrag leerli impact handel leerkr verbin lesgee stages aanbie kennis vaardi pabo staan daarbi,"de minor gedrag bestaat uit (gast-)lessen (bv. orthopedagogiek), trainingen (sterk staan) en stage in het (speciaal) basisonderwijs, waar het gedrag van de leerlingen impact heeft op het handelen van de leerkracht. de verbinding van lesgeefpraktijk op de stageschool en aangeboden kennis en vaardigheid op de pabo staan daarbij voorop.","de minor gedrag bestaat uit (gast-)lessen (bv. orthopedagogiek), trainingen (sterk staan) en stage in het (speciaal) basisonderwijs, waar het gedrag van de leerlingen impact heeft op het handelen van de leerkracht. de verbinding van lesgeefpraktijk op de stageschool en aangeboden kennis en vaardigheid op de pabo staan daarbij voorop.",30,breda,70,nlqf6,ntb,,0.93,273,3,77,2025-09-01,gedrag minor gedrag bestaa gast les bijvoo orthop traini sterk staan stage specia basiso gedrag leerli impact handel leerkr verbin lesgee stages aanbie kennis vaardi pabo staan daarbi  breda
194,teach englis abroad,intern module bestaa twee deel deel gaan studen avans intern partne multid settin slag leren versch school curric didact kunstv kennis deel staan teken stage lopen prakti teachi englis abroad,"deze internationale module bestaat uit twee delen: in het eerste deel gaan studenten van avans en vanuit onze internationale partners, in multidisciplinaire setting aan de slag om te leren over verschillende schoolsytemen, curricula, didactiek, kunstvakken en een kennismakingsstage. deel 2 staat in teken van stage lopen en praktijkonderzoek doen.",teaching english abroad,30,breda,68,nlqf6,ntb,,0.83,292,2,47,2025-09-05,teach englis abroad intern module bestaa twee deel deel gaan studen avans intern partne multid settin slag leren versch school curric didact kunstv kennis deel staan teken stage lopen prakti teachi englis abroad  breda
195,stevig staan jeugdz,jeugd zorg welzij samenl,het gehele jeugdhulpwerkveld van de jeugdzorg wordt hier behandeld met bijbehorende competenties. dit is een verplichte minor voor profiel zorg en welzijn & samenleving als zij in de jeugdhulp willen werken. de minor is ontwikkeld met het werkveld.,het gehele jeugdhulpwerkveld van de jeugdzorg wordt hier behandeld met bijbehorende competenties. dit is een verplichte minor voor profiel zorg en welzijn & samenleving als zij in de jeugdhulp willen werken. de minor is ontwikkeld met het werkveld.,30,breda,71,nlqf6,ntb,jeugd zorg welzij samenl,0.5,36,1,55,2025-12-14,stevig staan jeugdz jeugd zorg welzij samenl jeugd zorg welzij samenl breda
196,ggz agoog,ggz,het werkveld van de ggz staat hier centraal. deze minor is verplicht om een ggz registratie te halen binnen profiel zorg. in dit profiel gaat het o.a. om het optimaal sociaal functioneren van mensen met een verstandelijke beperking of psychische kwetsbaarheid. hun aandoeningen en beperkingen worden herkend en waar nodig worden zij ondersteund.,het werkveld van de ggz staat hier centraal. deze minor is verplicht om een ggz registratie te halen binnen profiel zorg.,30,breda,72,nlqf6,ntb,ggz,0.36,235,5,45,2025-09-12,ggz agoog ggz ggz breda
197,werk dwinge kader,minor wigk voorbe studen werken mens volwas jong grenso gedrag verton schade omgevi proble gaan paren soms ernsti sociaa emotio materi proble bereik niveau justit ingrij noodza minor landel profie samenw werkve basis landel curric,"de minor wigk bereidt studenten voor op het werken met mensen (volwassenen, jongeren) die grensoverschrijdend gedrag vertonen, dat schadelijk is voor hen zelf en voor hun omgeving. probleemgedrag gaat vaak gepaard met (soms ernstige) sociale, emotionele, materiële problemen en bereikt een niveau dat justitieel ingrijpen noodzakelijk wordt.",de minor heeft een eigen landelijk profiel. er wordt samengewerkt met het werkveld op basis van het landelijk curriculum.,30,breda,73,nlqf6,ntb,,0.74,286,5,27,2025-11-29,werk dwinge kader minor wigk voorbe studen werken mens volwas jong grenso gedrag verton schade omgevi proble gaan paren soms ernsti sociaa emotio materi proble bereik niveau justit ingrij noodza minor landel profie samenw werkve basis landel curric  breda
198,minor versch maken,welzij samenl profes,"een minor open voor sociale opleidingen waarin de vraag centraal staat hoe de professional binnen zijn praktijk verschil maakt. door presentie- en schematheorie, filosofie en een exposure wordt de basis gelegd voor zelfkennis, zelfbewustzijn en praktische wijsheid om een maatschappelijke droom te verwezenlijken","een minor open voor sociale opleidingen waarin de vraag centraal staat hoe de professional binnen zijn praktijk verschil maakt. door presentie- en schematheorie, filosofie en een exposure wordt de basis gelegd voor zelfkennis, zelfbewustzijn en praktische wijsheid om een maatschappelijke droom te verwezenlijken",30,breda,74,nlqf6,ntb,welzij samenl profes,0.59,295,4,77,2025-10-16,minor versch maken welzij samenl profes welzij samenl profes breda
199,acuut comple zorg,zorg welzij acute zorg,"in de minor acz ga je je verdiepen in een aantal acute en complexe casussen. in deze casuïstiek staan diverse specialismen centraal. het interessante van de minor acz is, dat je jezelf aan de hand van deze casuïstiek verdiept in de klinische zorg.",acuut complexe zorg; verdiepende minor gericht op verpleegkunde studenten,30,breda,75,nlqf6,ntb,zorg welzij acute zorg,0.38,106,2,79,2025-10-04,acuut comple zorg zorg welzij acute zorg zorg welzij acute zorg breda
200,kind kraam jeugd,jeugd welzij,"binnen de minor kraam, kind, jeugd (kkj) staat de zorg aan zwangeren, kraamvrouwen en kinderen van 0-18 jaar met hun ouders centraal. het is een verdiepende minor waarin onderwerpen aan bod komen vanuit de expertisegebieden van de kinderverpleegkundige, de obstetrieverpleegkundige en de jeugdverpleegkundige. doel van de minor is het ontwikkelen van een generieke blik op het kind en diens systeem.","kraam, kind en jeugdigen; verdiepende minor gericht op verpleegkunde studenten",30,breda,76,nlqf6,ntb,jeugd welzij,0.62,293,1,69,2025-10-19,kind kraam jeugd jeugd welzij jeugd welzij breda
201,positi psychi,minor positi psychi verdie aanzie verple zorg cliënt leefti één comple psychi aandoe uitgan minor specia zorg generi bewust patiën somati psychi functi sociaa existe gebied diagno meenem klinis redene positi psychi,"de minor positieve psychiatrie is verdiepend ten aanzien van verpleegkundige zorg aan cliënten van alle leeftijden met één of meer complexe psychiatrische aandoeningen. uitgangpunt van de minor is specialistische zorg vanuit een generiek bewustzijn: alle patiëntproblemen op somatisch, psychisch, functioneel, sociaal en existentieel gebied worden gediagnosticeerd en meegenomen in het klinisch redeneren.",positieve psychiatrie,30,breda,77,nlqf6,ntb,,0.32,376,4,47,2025-11-17,positi psychi minor positi psychi verdie aanzie verple zorg cliënt leefti één comple psychi aandoe uitgan minor specia zorg generi bewust patiën somati psychi functi sociaa existe gebied diagno meenem klinis redene positi psychi  breda
202,pallia zorg,pallia zorg,palliatieve zorg,palliatieve zorg,30,breda,63,nlqf6,ntb,,0.89,457,3,47,2025-11-29,pallia zorg pallia zorg  breda
203,minor gezond samenl,welzij samenl zorg gezon leefst,"gezonde leefstijl staat centraal, invloed van de omgeving staat centraal, zingeving. domeinoverstijgend samenwerken aan levensechte opdrachten van het werkveld zorg en welzijn.","gezonde leefstijl staat centraal, invloed van de omgeving staat centraal, zingeving. domeinoverstijgend samenwerken aan levensechte opdrachten van het werkveld zorg en welzijn.",30,breda,78,nlqf6,ntb,welzij samenl zorg gezon leefst,0.47,490,4,56,2025-10-15,minor gezond samenl welzij samenl zorg gezon leefst welzij samenl zorg gezon leefst breda
204,omdenk werk zorg,zorg welzij educat person vitaal medewe,ntb,ntb,30,breda,62,nlqf6,ntb,zorg welzij educat person vitaal medewe,0.73,462,4,60,2025-09-27,omdenk werk zorg zorg welzij educat person vitaal medewe zorg welzij educat person vitaal medewe breda
205,patroo doorbr sociaa verbin welzij,trauma hechti ontwik sociaa verbon inclus,ntb,ntb,30,breda,62,nlqf6,ntb,trauma hechti ontwik sociaa verbon inclus,0.5,326,2,55,2025-11-12,patroo doorbr sociaa verbin welzij trauma hechti ontwik sociaa verbon inclus trauma hechti ontwik sociaa verbon inclus breda
206,pedago didact basis profes,module studen versch opleid basis pedago didact basis verkri leren vakken voetli brenge kind jongvo versch leefti progra leren basis volgen onderw basis pedago didact vaardi klasse ontwer lesaan pedago didact basis profes,"met deze module kunnen studenten van verschillende opleidingen een basis pedagogische en didactische basis verkrijgen. je leert jouw vakkennis over het voetlicht te brengen aan kinderen en jongvolwassenen in verschillende leeftijden. het programma leert jou de basis op de volgende onderwerpen de basis pedagogische en didactische vaardigheden, klassenmanagement en het ontwerpen van een 'lesaanbod'.",pedagogisch/didactische basis voor professonals,30,breda,79,nlqf6,ntb,,0.64,313,3,46,2025-09-26,pedago didact basis profes module studen versch opleid basis pedago didact basis verkri leren vakken voetli brenge kind jongvo versch leefti progra leren basis volgen onderw basis pedago didact vaardi klasse ontwer lesaan pedago didact basis profes  breda
207,zorg langdu hulpve,hulpve zorgen psychi proble versla,"hoe het is om te werken met mensen die langdurige hulpverlening nodig hebben? je leert methodisch te werken met verschillende doelgroepen, zoals mensen met verstandelijke of lichamelijke beperkingen, psychiatrische problematiek, verslaving en/of detentie.","hoe het is om te werken met mensen die langdurige hulpverlening nodig hebben? je leert methodisch te werken met verschillende doelgroepen, zoals mensen met verstandelijke of lichamelijke beperkingen, psychiatrische problematiek, verslaving en/of detentie.",15,breda bosch,61,nlqf5,ntb,hulpve zorgen psychi proble versla,0.66,156,4,73,2025-10-17,zorg langdu hulpve hulpve zorgen psychi proble versla hulpve zorgen psychi proble versla breda bosch
208,welzij samenl,preven welzij samenl,"wil je (samen met andere disciplines) een verschil maken voor de mensen die met ondersteuning kunnen deelnemen aan de samenleving? de focus ligt op methodisch en preventief werken rondom thema's als armoede, zelfzorg, werken in de keten en schuldhulpverlening.","wil je (samen met andere disciplines) een verschil maken voor de mensen die met ondersteuning kunnen deelnemen aan de samenleving? de focus ligt op methodisch en preventief werken rondom thema's als armoede, zelfzorg, werken in de keten en schuldhulpverlening.",15,breda bosch,61,nlqf5,ntb,preven welzij samenl,0.42,13,1,36,2025-11-25,welzij samenl preven welzij samenl preven welzij samenl breda bosch
209,studer buiten,intern ervari buiten sdg,mogelijkheid om een project in het buitenland te doen en daar studiepunten voor te krijgen (anders dan stage of onderwijs volgen in het buitenland),mogelijkheid om een project in het buitenland te doen en daar studiepunten voor te krijgen (anders dan stage of onderwijs volgen in het buitenland),30,breda,64,nlqf6,ntb,intern ervari buiten sdgs,0.93,44,1,28,2025-12-20,studer buiten intern ervari buiten sdg intern ervari buiten sdgs breda
223,act change nlqf ect,persoo ontwik activi betrek maatsc samenw,de tussenruimte staat voor (1) trans- en interdisciplinair werken om (2) maatschappelijke vraagstukken verder te brengen vanuit co-creatie en (3) de verbinding tussen onderwijs & onderzoek. dit doen wij ten alle tijden vanuit (4) eigen engagement van de deelnemers (student/medewerker/organisatie/bewoner).,de tussenruimte staat voor (1) trans- en interdisciplinair werken om (2) maatschappelijke vraagstukken verder te brengen vanuit co-creatie en (3) de verbinding tussen onderwijs & onderzoek. dit doen wij ten alle tijden vanuit (4) eigen engagement van de deelnemers (student/medewerker/organisatie/bewoner).,30,breda,80,nlqf6,"betrokkenheid, activeren van en co-creeeren met een community, en kritische reflectie. je oriënteert je op het thema van brede welvaart en nieuw ondernemerschap en vormt samen een conceptueel model op basis van kennis en ervaringen die je op uiteenlopende wijzen opdoet. je presenteert jezelf zowel als persoon als vanuit je eigen discipline. je maakt je leerproces inzichtelijk en verbindt jezelf daarmee inhoudelijk en relationeel met anderen uit de community (vormt groepen of samenwerkingen). op basis van het conceptueel model en jouw persoonlijke motivatie benoem je jouw eigen challenge voor deze module. je voert een omgevings- en stakeholderanalyse uit. je komt in actie en gaat bijvoorbeeld ‘de wijk in’ en in gesprek met mensen die mogelijk een rol kunnen gaan spelen in jouw challenge. je creëert ervaringen en laat je inspireren en verdiept je onderzoek naar aanleiding van nieuwe vragen en inzichten. je maakt je leerproces inzichtelijk en scherpt je challenge aan. je benadert stakeholders actief om een coalition of the willing te vormen met deelnemers uit de community, organisaties en/of burgers, die jouw challenge steunen en zich in willen zetten voor een gezamenlijke ambitie. met de coalition of the willing verken je ideeën om invulling te geven aan de ambitie. experimenteer of inspireer in het klein met je ideeën om iets tot stand te brengen en impact te kunnen maken. kortom in interactie met anderen breng je een beweging op gang. je maakt hierbij zelf op creatieve wijze inzichtelijk wat jouw impact is geweest.  borg dat de beweging die in gang is gezet met de coalition of the willing, verder kan gaan. zorg voor een goede kennisdeling, organiseer vervolgacties en beleg verantwoordelijkheden bij de juiste partners, zodat er eigenaarschap wordt gecreëerd. je signaleert beperkingen van je eigen kennis en handelingsrepertoire en reflecteert kritisch op vraagstukken en processen uit deze context met als doel: de persoonlijke ontwikkeling, de samenwerking en interactie met anderen en het eigen aandeel daarin te kunnen onderkennen en bijsturen. hiermee draag je bij aan kennisontwikkeling en verspreiding op het gebied van brede welvaart en nieuw ondernemerschap. je verantwoord je eigen handelen op basis van bewijsmateriaal en relevante literatuur.",persoo ontwik activi betrek maatsc samenw,0.8,201,5,52,2025-10-26,act change nlqf ect persoo ontwik activi betrek maatsc samenw persoo ontwik activi betrek maatsc samenw breda
